prompt_id,category,type,title,model_name,lab,run_number,open_weights,full_cot,max_tokens,total_score,criteria_met_count,criteria_total_count,success_rate,tokens_output,tokens_reasoning,tokens_completion,char_output,char_reasoning,char_completion,output_entropy,output_bzip2_length,output_bzip2_ratio,output_entropy_ratio,thinking_entropy,thinking_bzip2_length,thinking_bzip2_ratio,thinking_entropy_ratio
one_plus_one,Knowledge,knowledge,One plus one,claude-4-sonnet-0522-thinking,anthropic,1,False,False,30000,1,1,1,1,2.90323,42.09677,45,9,77,86,2.05881,43,4.77778,0.25735,4.1133,96,1.24675,0.51416
one_plus_one,Knowledge,knowledge,One plus one,claude-4-sonnet-0522-thinking,anthropic,2,False,False,30000,1,1,1,1,2.90323,42.09677,45,9,77,86,2.05881,43,4.77778,0.25735,4.1133,96,1.24675,0.51416
one_plus_one,Knowledge,knowledge,One plus one,claude-4-sonnet-0522-thinking,anthropic,3,False,False,30000,1,1,1,1,2.90323,43.09677,46,9,90,99,2.05881,43,4.77778,0.25735,4.15593,106,1.29268,0.51949
one_plus_one,Knowledge,knowledge,One plus one,claude-4-sonnet-0522-thinking,anthropic,4,False,False,30000,1,1,1,1,2.90323,43.09677,46,9,82,91,2.05881,43,4.77778,0.25735,4.1133,96,1.24675,0.51416
one_plus_one,Knowledge,knowledge,One plus one,claude-4-sonnet-0522-thinking,anthropic,5,False,False,30000,1,1,1,1,2.90323,42.09677,45,9,77,86,2.05881,43,4.77778,0.25735,4.19619,109,1.21111,0.52452
one_plus_one,Knowledge,knowledge,One plus one,gemini-2.5-flash-high,google,1,False,False,30000,1,1,1,1,1.0,27.0,28,1,250,251,0.0,37,37.0,0.0,4.59113,222,0.93277,0.57389
one_plus_one,Knowledge,knowledge,One plus one,gemini-2.5-flash-high,google,2,False,False,30000,1,1,1,1,1.0,27.0,28,1,238,239,0.0,37,37.0,0.0,4.58473,224,0.896,0.57309
one_plus_one,Knowledge,knowledge,One plus one,gemini-2.5-flash-high,google,3,False,False,30000,1,1,1,1,1.0,39.0,40,1,203,204,0.0,37,37.0,0.0,4.39947,214,0.85259,0.54993
one_plus_one,Knowledge,knowledge,One plus one,gemini-2.5-flash-high,google,4,False,False,30000,1,1,1,1,1.0,31.0,32,1,251,252,0.0,37,37.0,0.0,4.51341,187,0.92118,0.56418
one_plus_one,Knowledge,knowledge,One plus one,gemini-2.5-flash-high,google,5,False,False,30000,1,1,1,1,1.0,104.0,105,1,552,553,0.0,37,37.0,0.0,4.54684,367,0.66486,0.56836
one_plus_one,Knowledge,knowledge,One plus one,magistral-medium-2506-thinking,mistralai,1,True,True,30000,1,1,1,1,89.0,357.0,446,345,1370,1715,4.74868,202,0.93953,0.59359,4.55441,354,0.70099,0.5693
one_plus_one,Knowledge,knowledge,One plus one,magistral-medium-2506-thinking,mistralai,2,True,True,30000,1,1,1,1,64.0,133.0,197,215,505,720,4.37529,250,0.72464,0.54691,4.53161,740,0.54015,0.56645
one_plus_one,Knowledge,knowledge,One plus one,magistral-medium-2506-thinking,mistralai,3,True,True,30000,1,1,1,1,85.0,200.0,285,179,745,924,4.605,170,0.94972,0.57563,4.61735,473,0.6349,0.57717
one_plus_one,Knowledge,knowledge,One plus one,magistral-medium-2506-thinking,mistralai,4,True,True,30000,1,1,1,1,102.0,293.0,395,412,1137,1549,4.52983,769,0.47587,0.56623,4.51386,4227,0.26575,0.56423
one_plus_one,Knowledge,knowledge,One plus one,magistral-medium-2506-thinking,mistralai,5,True,True,30000,1,1,1,1,383.0,4143.0,4526,1616,15906,17522,4.50266,303,0.73544,0.56283,4.58369,631,0.55497,0.57296
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1-0528,deepseek,1,True,True,60000,1,1,1,1,26.0,252.0,278,225,963,1188,4.45333,213,0.94667,0.55667,4.56096,576,0.59813,0.57012
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1-0528,deepseek,2,True,True,60000,1,1,1,1,-26.0,369.0,343,1,1417,1418,0.0,37,37.0,0.0,4.57409,773,0.54552,0.57176
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1-0528,deepseek,3,True,True,60000,1,1,1,1,-5.0,351.0,346,9,1311,1320,3.16993,52,5.77778,0.39624,4.67213,707,0.53928,0.58402
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1-0528,deepseek,4,True,True,60000,1,1,1,1,-21.0,269.0,248,1,1035,1036,0.0,37,37.0,0.0,4.5438,609,0.58841,0.56798
one_plus_one,Knowledge,knowledge,One plus one,deepseek-r1-0528,deepseek,5,True,True,60000,1,1,1,1,31.0,372.0,403,247,1402,1649,4.53547,230,0.93117,0.56693,4.60666,737,0.52568,0.57583
one_plus_one,Knowledge,knowledge,One plus one,DeepHermes-3-Mistral-24B-Pre,nous,1,True,True,30000,1,1,1,1,,,694,414,2486,2900,4.51258,312,0.75362,0.56407,4.46045,1211,0.48713,0.55756
one_plus_one,Knowledge,knowledge,One plus one,DeepHermes-3-Mistral-24B-Pre,nous,2,True,True,30000,1,1,1,1,,,793,454,2698,3152,4.46821,339,0.7467,0.55853,4.47772,1259,0.46664,0.55971
one_plus_one,Knowledge,knowledge,One plus one,DeepHermes-3-Mistral-24B-Pre,nous,3,True,True,30000,1,1,1,1,,,399,229,1356,1585,3.48418,59,2.95,0.43552,4.42494,688,0.54517,0.55312
one_plus_one,Knowledge,knowledge,One plus one,DeepHermes-3-Mistral-24B-Pre,nous,4,True,True,30000,1,1,1,1,,,295,45,1068,1113,4.20567,191,0.83406,0.52571,4.49276,750,0.5531,0.5616
one_plus_one,Knowledge,knowledge,One plus one,DeepHermes-3-Mistral-24B-Pre,nous,5,True,True,30000,1,1,1,1,,,308,20,1262,1282,3.87565,86,1.91111,0.48446,4.47972,613,0.57397,0.55997
one_plus_one,Knowledge,knowledge,One plus one,magistral-small-2506,mistralai,1,True,True,30000,1,1,1,1,12.0,160.0,172,35,618,653,4.022,76,2.17143,0.50275,4.37372,388,0.62783,0.54672
one_plus_one,Knowledge,knowledge,One plus one,magistral-small-2506,mistralai,2,True,True,30000,1,1,1,1,23.0,738.0,761,361,2827,3188,4.16781,76,2.17143,0.52098,4.4854,1134,0.47687,0.56068
one_plus_one,Knowledge,knowledge,One plus one,magistral-small-2506,mistralai,3,True,True,30000,1,1,1,1,11.0,245.0,256,35,958,993,4.26917,274,0.759,0.53365,4.51808,1257,0.44464,0.56476
one_plus_one,Knowledge,knowledge,One plus one,magistral-small-2506,mistralai,4,True,True,30000,1,1,1,1,12.0,618.0,630,35,2378,2413,4.022,76,2.17143,0.50275,4.45858,590,0.59178,0.55732
one_plus_one,Knowledge,knowledge,One plus one,magistral-small-2506,mistralai,5,True,True,30000,1,1,1,1,6.0,259.0,265,35,997,1032,4.16781,76,2.17143,0.52098,4.44145,566,0.59081,0.55518
one_plus_one,Knowledge,knowledge,One plus one,glm-4.5,z-ai,1,True,True,30000,1,1,1,1,-10.0,288.0,278,9,1098,1107,3.45282,56,3.5,0.4316,4.58067,1063,0.43944,0.57258
one_plus_one,Knowledge,knowledge,One plus one,glm-4.5,z-ai,2,True,True,30000,1,1,1,1,-44.0,642.0,598,16,2419,2435,3.45282,56,3.5,0.4316,4.5668,743,0.51885,0.57085
one_plus_one,Knowledge,knowledge,One plus one,glm-4.5,z-ai,3,True,True,30000,1,1,1,1,-16.0,376.0,360,16,1432,1448,4.20458,148,1.02778,0.52557,4.50481,531,0.59932,0.5631
one_plus_one,Knowledge,knowledge,One plus one,glm-4.5,z-ai,4,True,True,30000,1,1,1,1,25.0,233.0,258,144,886,1030,3.16993,52,5.77778,0.39624,4.59536,605,0.551,0.57442
one_plus_one,Knowledge,knowledge,One plus one,glm-4.5,z-ai,5,True,True,30000,1,1,1,1,6.0,371.0,377,137,1376,1513,4.23966,144,1.05109,0.52996,4.62046,784,0.56977,0.57756
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-120b,openai,1,True,True,30000,1,1,1,1,16.0,15.0,31,1,57,58,0.0,37,37.0,0.0,4.54784,187,0.935,0.56848
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-120b,openai,2,True,True,30000,1,1,1,1,12.0,50.0,62,1,200,201,1.0,39,19.5,0.125,4.51092,270,0.69409,0.56386
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-120b,openai,3,True,True,30000,1,1,1,1,14.0,46.0,60,1,183,184,0.0,37,37.0,0.0,4.53539,160,0.87432,0.56692
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-120b,openai,4,True,True,30000,1,1,1,1,12.0,98.0,110,2,389,391,0.0,37,37.0,0.0,4.38371,92,1.61404,0.54796
one_plus_one,Knowledge,knowledge,One plus one,gpt-oss-120b,openai,5,True,True,30000,1,1,1,1,12.0,37.0,49,1,148,149,0.0,37,37.0,0.0,4.39796,150,1.01351,0.54975
one_plus_one,Knowledge,knowledge,One plus one,grok-4-07-09,x-ai,1,False,False,30000,1,1,1,1,1.0,164.0,165,1,24,25,0.0,37,37.0,0.0,2.85539,53,1.47222,0.35692
one_plus_one,Knowledge,knowledge,One plus one,grok-4-07-09,x-ai,2,False,False,30000,1,1,1,1,1.0,216.0,217,1,36,37,3.16993,50,5.55556,0.39624,2.85539,51,2.125,0.35692
one_plus_one,Knowledge,knowledge,One plus one,grok-4-07-09,x-ai,3,False,False,30000,1,1,1,1,5.0,199.0,204,9,24,33,0.0,37,37.0,0.0,2.85539,51,2.125,0.35692
one_plus_one,Knowledge,knowledge,One plus one,grok-4-07-09,x-ai,4,False,False,30000,1,1,1,1,1.0,167.0,168,1,24,25,0.0,37,37.0,0.0,2.85539,51,2.125,0.35692
one_plus_one,Knowledge,knowledge,One plus one,grok-4-07-09,x-ai,5,False,False,30000,1,1,1,1,1.0,123.0,124,1,24,25,0.0,37,37.0,0.0,2.85539,51,2.125,0.35692
one_plus_one,Knowledge,knowledge,One plus one,minimax-m1,minimax,1,True,True,50000,1,1,1,1,-276.0,526.0,250,10,1040,1050,3.16993,50,5.55556,0.39624,4.49627,1294,0.36492,0.56203
one_plus_one,Knowledge,knowledge,One plus one,minimax-m1,minimax,2,True,True,50000,1,1,1,1,-312.0,843.0,531,667,1662,2329,4.77964,436,0.65367,0.59745,4.48775,836,0.50301,0.56097
one_plus_one,Knowledge,knowledge,One plus one,minimax-m1,minimax,3,True,True,50000,1,1,1,1,-132.0,303.0,171,112,600,712,3.32193,55,5.5,0.41524,4.48158,585,0.5625,0.5602
one_plus_one,Knowledge,knowledge,One plus one,minimax-m1,minimax,4,True,True,50000,1,1,1,1,-957.0,1800.0,843,9,3546,3555,4.50889,134,1.19643,0.56361,4.4738,408,0.68,0.55922
one_plus_one,Knowledge,knowledge,One plus one,minimax-m1,minimax,5,True,True,50000,1,1,1,1,-218.0,433.0,215,9,848,857,3.16993,52,5.77778,0.39624,4.55936,516,0.60849,0.56992
one_plus_one,Knowledge,knowledge,One plus one,llama-3.3-nemotron-super-49b-v1,nvidia,1,True,True,30000,1,1,1,1,146.0,0.0,146,9,521,530,3.16993,52,5.77778,0.39624,4.52899,717,0.55668,0.56612
one_plus_one,Knowledge,knowledge,One plus one,llama-3.3-nemotron-super-49b-v1,nvidia,2,True,True,30000,1,1,1,1,323.0,0.0,323,9,1288,1297,3.16993,52,5.77778,0.39624,4.53072,973,0.53169,0.56634
one_plus_one,Knowledge,knowledge,One plus one,llama-3.3-nemotron-super-49b-v1,nvidia,3,True,True,30000,1,1,1,1,152.0,0.0,152,9,593,602,3.16993,52,5.77778,0.39624,4.51549,405,0.68297,0.56444
one_plus_one,Knowledge,knowledge,One plus one,llama-3.3-nemotron-super-49b-v1,nvidia,4,True,True,30000,1,1,1,1,455.0,0.0,455,9,1830,1839,3.16993,52,5.77778,0.39624,4.53792,365,0.70058,0.56724
one_plus_one,Knowledge,knowledge,One plus one,llama-3.3-nemotron-super-49b-v1,nvidia,5,True,True,30000,1,1,1,1,246.0,0.0,246,9,1008,1017,3.16993,52,5.77778,0.39624,4.48256,614,0.60913,0.56032
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4.1,anthropic,1,False,False,30000,1,1,1,1,2.90323,46.09677,49,9,120,129,2.05881,43,4.77778,0.25735,4.12201,118,1.11321,0.51525
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4.1,anthropic,2,False,False,30000,1,1,1,1,2.90323,46.09677,49,9,120,129,2.05881,43,4.77778,0.25735,4.22601,128,1.06667,0.52825
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4.1,anthropic,3,False,False,30000,1,1,1,1,2.90323,46.09677,49,9,120,129,2.05881,43,4.77778,0.25735,4.22601,128,1.06667,0.52825
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4.1,anthropic,4,False,False,30000,1,1,1,1,2.90323,45.09677,48,9,106,115,2.05881,43,4.77778,0.25735,4.22601,126,1.05,0.52825
one_plus_one,Knowledge,knowledge,One plus one,claude-opus-4.1,anthropic,5,False,False,30000,1,1,1,1,2.90323,48.09677,51,9,129,138,2.05881,43,4.77778,0.25735,4.24462,131,1.0155,0.53058
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-thinking-2507,qwen,1,True,True,30000,1,1,1,1,55.0,313.0,368,245,1211,1456,0.0,37,37.0,0.0,4.57393,693,0.59639,0.57174
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-thinking-2507,qwen,2,True,True,30000,1,1,1,1,-28.0,304.0,276,1,1162,1163,4.61992,240,0.97959,0.57749,4.56803,737,0.60859,0.571
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-thinking-2507,qwen,3,True,True,30000,1,1,1,1,170.0,403.0,573,707,1560,2267,4.71516,493,0.69731,0.58939,4.61846,903,0.57885,0.57731
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-thinking-2507,qwen,4,True,True,30000,1,1,1,1,-36.0,278.0,242,9,1075,1084,3.16993,52,5.77778,0.39624,4.55378,646,0.60093,0.56922
one_plus_one,Knowledge,knowledge,One plus one,qwen3-235b-a22b-thinking-2507,qwen,5,True,True,30000,1,1,1,1,77.0,279.0,356,378,1079,1457,4.58951,329,0.87037,0.57369,4.64566,684,0.63392,0.58071
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,o4-mini-high-long,openai,1,False,False,30000,1,1,1,1,177.0,768.0,945,297,965,1262,4.77872,239,1.07658,0.59734,4.6603,734,0.47021,0.58254
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,o4-mini-high-long,openai,2,False,False,30000,1,1,1,1,255.0,1408.0,1663,517,1358,1875,5.05567,349,0.67505,0.63196,4.64664,660,0.48601,0.58083
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,o4-mini-high-long,openai,3,False,False,30000,1,1,1,1,127.0,1664.0,1791,222,1561,1783,4.77944,272,0.91582,0.59743,4.62341,543,0.56269,0.57793
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,o4-mini-high-long,openai,4,False,False,30000,1,1,1,1,123.0,2240.0,2363,190,1396,1586,4.81263,199,1.04737,0.60158,4.70723,706,0.50573,0.5884
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,o4-mini-high-long,openai,5,False,False,30000,1,1,1,1,180.0,1216.0,1396,310,1454,1764,4.8693,304,0.98065,0.60866,4.60712,694,0.4773,0.57589
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-pro,google,1,False,False,30000,1,1,1,1,929.0,4788.0,5717,2335,3102,5437,4.85899,972,0.40248,0.60737,4.66256,1323,0.40695,0.58282
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-pro,google,2,False,False,30000,1,1,1,1,1012.0,4817.0,5829,2415,3251,5666,4.88837,962,0.41199,0.61105,4.60161,1233,0.39749,0.5752
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-pro,google,3,False,False,30000,1,1,1,1,1098.0,4950.0,6048,2516,3824,6340,4.92673,878,0.42871,0.61584,4.75069,1002,0.44892,0.59384
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-pro,google,4,False,False,30000,1,1,1,1,930.0,6952.0,7882,2215,4862,7077,4.89919,939,0.42393,0.6124,4.66209,1833,0.37701,0.58276
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-pro,google,5,False,False,30000,1,1,1,1,878.0,4167.0,5045,2048,2232,4280,4.95933,1016,0.40382,0.61992,4.5867,1457,0.38101,0.57334
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,claude-4-sonnet-0522-thinking,anthropic,1,False,False,30000,1,1,1,1,526.12903,8345.87097,8872,1631,768,2399,4.83546,742,0.45494,0.60443,4.70899,366,0.47656,0.58862
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,claude-4-sonnet-0522-thinking,anthropic,2,False,False,30000,1,1,1,1,418.06452,6904.93548,7323,1296,848,2144,4.98465,573,0.49142,0.62308,4.95975,439,0.53019,0.61997
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,claude-4-sonnet-0522-thinking,anthropic,3,False,False,30000,1,1,1,1,376.12903,5084.87097,5461,1166,828,1994,4.94015,716,0.47105,0.61752,4.37116,321,0.4246,0.54639
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,claude-4-sonnet-0522-thinking,anthropic,4,False,False,30000,1,1,1,1,582.90323,7214.09677,7797,1807,779,2586,4.96044,620,0.4784,0.62005,4.83251,458,0.54009,0.60406
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,claude-4-sonnet-0522-thinking,anthropic,5,False,False,30000,1,1,1,1,490.32258,7453.67742,7944,1520,756,2276,4.87311,797,0.44106,0.60914,4.67311,378,0.48524,0.58414
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-flash-high,google,1,False,False,30000,1,1,1,1,1031.0,2205.0,3236,2070,1635,3705,4.92718,855,0.42537,0.6159,4.7176,681,0.48852,0.5897
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-flash-high,google,2,False,False,30000,1,1,1,1,936.0,2075.0,3011,2050,1639,3689,4.87732,818,0.39517,0.60966,4.68899,797,0.48746,0.58612
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-flash-high,google,3,False,False,30000,1,1,1,1,950.0,1901.0,2851,2010,1394,3404,4.91862,869,0.4239,0.61483,4.55352,822,0.50153,0.56919
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-flash-high,google,4,False,False,30000,1,1,1,1,653.0,1747.0,2400,1479,1422,2901,4.88559,905,0.39297,0.6107,4.67993,892,0.48796,0.58499
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,gemini-2.5-flash-high,google,5,False,False,30000,1,1,1,1,1104.0,1789.0,2893,2303,1828,4131,4.89045,656,0.44354,0.61131,4.62917,697,0.49015,0.57865
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-medium-2506-thinking,mistralai,1,True,True,30000,1,1,1,1,4563.0,8781.0,13344,573,32420,32993,4.62398,368,0.64223,0.578,4.85986,6751,0.20824,0.60748
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-medium-2506-thinking,mistralai,2,True,True,30000,1,1,1,1,4129.0,9117.0,13246,452,33412,33864,4.72385,786,0.48669,0.59048,4.93265,11024,0.20001,0.61658
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-medium-2506-thinking,mistralai,3,True,True,30000,1,1,1,1,9004.0,15017.0,24021,1615,55116,56731,4.61458,320,0.70796,0.57682,4.79886,6718,0.20107,0.59986
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-medium-2506-thinking,mistralai,4,True,True,30000,1,1,1,1,5110.0,9903.0,15013,833,37368,38201,4.6391,456,0.54742,0.57989,4.74331,7164,0.19171,0.59291
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-medium-2506-thinking,mistralai,5,True,True,30000,1,1,1,1,3602.0,7986.0,11588,508,29711,30219,4.60998,342,0.67323,0.57625,4.83149,6292,0.21177,0.60394
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,deepseek-r1-0528,deepseek,1,True,True,60000,1,1,1,1,2458.0,4580.0,7038,2049,16747,18796,4.84549,854,0.41679,0.60569,5.03686,5316,0.31743,0.62961
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,deepseek-r1-0528,deepseek,2,True,True,60000,1,1,1,1,2350.0,3841.0,6191,1437,13972,15409,4.76928,632,0.43981,0.59616,5.09669,4667,0.33403,0.63709
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,deepseek-r1-0528,deepseek,3,True,True,60000,1,1,1,1,2711.0,4193.0,6904,2082,15320,17402,4.7857,827,0.39721,0.59821,5.02877,4921,0.32121,0.6286
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,deepseek-r1-0528,deepseek,4,True,True,60000,1,1,1,1,1917.0,3855.0,5772,1462,14226,15688,4.87808,660,0.45144,0.60976,4.98481,4456,0.31323,0.6231
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,deepseek-r1-0528,deepseek,5,True,True,60000,1,1,1,1,2086.0,3317.0,5403,1929,12215,14144,4.82311,768,0.39813,0.60289,5.00549,3802,0.31126,0.62569
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,DeepHermes-3-Mistral-24B-Pre,nous,1,True,True,30000,1,1,1,1,,,4037,1033,9091,10124,4.64034,502,0.48596,0.58004,4.73772,2527,0.27797,0.59222
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,DeepHermes-3-Mistral-24B-Pre,nous,2,True,True,30000,1,1,1,1,,,2607,864,4679,5543,4.60109,477,0.5129,0.57514,5.00504,2648,0.3613,0.62563
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,DeepHermes-3-Mistral-24B-Pre,nous,3,True,True,30000,1,1,1,1,,,23398,1259,55001,56260,4.65053,456,0.52778,0.58132,4.84983,1728,0.36931,0.60623
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,DeepHermes-3-Mistral-24B-Pre,nous,4,True,True,30000,1,1,1,1,,,3576,1483,5934,7417,4.69332,618,0.49087,0.58666,4.94315,10364,0.18843,0.61789
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,DeepHermes-3-Mistral-24B-Pre,nous,5,True,True,30000,1,1,1,1,,,4446,930,7329,8259,4.70522,648,0.43695,0.58815,4.90451,2001,0.33721,0.61306
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-small-2506,mistralai,1,True,True,30000,1,1,1,1,4044.0,9200.0,13244,446,33967,34413,4.75695,380,0.68716,0.59462,4.85039,5322,0.23977,0.6063
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-small-2506,mistralai,2,True,True,30000,1,1,1,1,4560.0,9504.0,14064,563,35064,35627,4.65695,379,0.63167,0.58212,4.83468,5577,0.23483,0.60433
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-small-2506,mistralai,3,True,True,30000,1,1,1,1,3623.0,7247.0,10870,611,27096,27707,4.69026,384,0.69565,0.58628,4.85555,7289,0.21408,0.60694
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-small-2506,mistralai,4,True,True,30000,1,1,1,1,4066.0,7778.0,11844,481,28730,29211,4.68169,404,0.62928,0.58521,4.8137,7436,0.20146,0.60171
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-small-2506,mistralai,5,True,True,30000,1,1,1,1,4758.0,8892.0,13650,850,33088,33938,4.54786,374,0.66312,0.56848,4.85088,6473,0.2278,0.60636
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-small-2506,mistralai,6,True,True,30000,1,1,1,1,3034.0,5963.0,8997,553,22196,22749,0.0,0,0.0,0.0,0.0,0,0.0,0.0
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-small-2506,mistralai,7,True,True,30000,1,1,1,1,3188.0,6416.0,9604,600,23749,24349,0.0,0,0.0,0.0,0.0,0,0.0,0.0
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-small-2506,mistralai,8,True,True,30000,1,1,1,1,4556.0,9184.0,13740,552,34048,34600,0.0,0,0.0,0.0,0.0,0,0.0,0.0
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-small-2506,mistralai,9,True,True,30000,1,1,1,1,3716.0,7670.0,11386,564,28415,28979,0.0,0,0.0,0.0,0.0,0,0.0,0.0
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,magistral-small-2506,mistralai,10,True,True,30000,1,1,1,1,5392.0,9952.0,15344,642,36910,37552,0.0,0,0.0,0.0,0.0,0,0.0,0.0
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,glm-4.5,z-ai,1,True,True,30000,1,1,1,1,2776.0,4910.0,7686,2014,18005,20019,4.73879,757,0.40481,0.59235,5.0205,4554,0.31457,0.62756
AIME2025I_P2_modified,AIME2025mod,Math,Find the sum,glm-4.5,z-ai,2,True,True,30000,1,1,1,1,2428.0,3977.0,6405,1870,14477,16347,4.74133,636,0.446,0.59267,5.03623,6180,0.28488,0.62953
